From	Entry	Entry Name	Organism	Gene Names
P20132	P20132	SDHL_HUMAN	Homo sapiens (Human)	SDS SDH
P20138	P20138	CD33_HUMAN	Homo sapiens (Human)	CD33 SIGLEC3
P20142	P20142	PEPC_HUMAN	Homo sapiens (Human)	PGC
P20151	P20151	KLK2_HUMAN	Homo sapiens (Human)	KLK2
P20231	P20231	TRYB2_HUMAN	Homo sapiens (Human)	TPSB2 TPS2
P20273	P20273	CD22_HUMAN	Homo sapiens (Human)	CD22 SIGLEC2
P20309	P20309	ACM3_HUMAN	Homo sapiens (Human)	CHRM3
P20333	P20333	TNR1B_HUMAN	Homo sapiens (Human)	TNFRSF1B TNFBR TNFR2
P20393	P20393	NR1D1_HUMAN	Homo sapiens (Human)	NR1D1 EAR1 HREV THRAL
P20585	P20585	MSH3_HUMAN	Homo sapiens (Human)	MSH3 DUC1 DUG
P20591	P20591	MX1_HUMAN	Homo sapiens (Human)	MX1
P20700	P20700	LMNB1_HUMAN	Homo sapiens (Human)	LMNB1 LMN2 LMNB
P20701	P20701	ITAL_HUMAN	Homo sapiens (Human)	ITGAL CD11A
P20702	P20702	ITAX_HUMAN	Homo sapiens (Human)	ITGAX CD11C
P20711	P20711	DDC_HUMAN	Homo sapiens (Human)	DDC AADC
P20749	P20749	BCL3_HUMAN	Homo sapiens (Human)	BCL3 BCL4 D19S37
P20807	P20807	CAN3_HUMAN	Homo sapiens (Human)	CAPN3 CANP3 CANPL3 NCL1
P20809	P20809	IL11_HUMAN	Homo sapiens (Human)	IL11
P20813	P20813	CP2B6_HUMAN	Homo sapiens (Human)	CYP2B6
P20815	P20815	CP3A5_HUMAN	Homo sapiens (Human)	CYP3A5
P20823	P20823	HNF1A_HUMAN	Homo sapiens (Human)	HNF1A TCF1
P20827	P20827	EFNA1_HUMAN	Homo sapiens (Human)	EFNA1 EPLG1 LERK1 TNFAIP4
P20839	P20839	IMDH1_HUMAN	Homo sapiens (Human)	IMPDH1 IMPD1
P20849	P20849	CO9A1_HUMAN	Homo sapiens (Human)	COL9A1
P20929	P20929	NEBU_HUMAN	Homo sapiens (Human)	NEB
P20930	P20930	FILA_HUMAN	Homo sapiens (Human)	FLG
P20933	P20933	ASPG_HUMAN	Homo sapiens (Human)	AGA
P21281	P21281	VATB2_HUMAN	Homo sapiens (Human)	ATP6V1B2 ATP6B2 VPP3
P21333	P21333	FLNA_HUMAN	Homo sapiens (Human)	FLNA FLN FLN1
P21399	P21399	ACOHC_HUMAN	Homo sapiens (Human)	ACO1 IREB1
P21439	P21439	MDR3_HUMAN	Homo sapiens (Human)	ABCB4 MDR3 PGY3
P21453	P21453	S1PR1_HUMAN	Homo sapiens (Human)	S1PR1 CHEDG1 EDG1
P21462	P21462	FPR1_HUMAN	Homo sapiens (Human)	FPR1
P21549	P21549	AGT1_HUMAN	Homo sapiens (Human)	AGXT AGT1 SPAT
P21580	P21580	TNAP3_HUMAN	Homo sapiens (Human)	TNFAIP3 OTUD7C
P21583	P21583	SCF_HUMAN	Homo sapiens (Human)	KITLG MGF SCF
P21589	P21589	5NTD_HUMAN	Homo sapiens (Human)	NT5E NT5 NTE
P21695	P21695	GPDA_HUMAN	Homo sapiens (Human)	GPD1
P21709	P21709	EPHA1_HUMAN	Homo sapiens (Human)	EPHA1 EPH EPHT EPHT1
P21731	P21731	TA2R_HUMAN	Homo sapiens (Human)	TBXA2R
P21757	P21757	MSRE_HUMAN	Homo sapiens (Human)	MSR1 SCARA1
P21802	P21802	FGFR2_HUMAN	Homo sapiens (Human)	FGFR2 BEK KGFR KSAM
P21817	P21817	RYR1_HUMAN	Homo sapiens (Human)	RYR1 RYDR
P21860	P21860	ERBB3_HUMAN	Homo sapiens (Human)	ERBB3 HER3
P21912	P21912	SDHB_HUMAN	Homo sapiens (Human)	SDHB SDH SDH1
P21917	P21917	DRD4_HUMAN	Homo sapiens (Human)	DRD4
P21953	P21953	ODBB_HUMAN	Homo sapiens (Human)	BCKDHB
P22004	P22004	BMP6_HUMAN	Homo sapiens (Human)	BMP6 VGR
P22033	P22033	MUTA_HUMAN	Homo sapiens (Human)	MMUT MUT
P22059	P22059	OSBP1_HUMAN	Homo sapiens (Human)	OSBP OSBP1
P22102	P22102	PUR2_HUMAN	Homo sapiens (Human)	GART PGFT PRGS
P22105	P22105	TENX_HUMAN	Homo sapiens (Human)	TNXB HXBL TNX TNXB1 TNXB2 XB
P22223	P22223	CADH3_HUMAN	Homo sapiens (Human)	CDH3 CDHP
P22301	P22301	IL10_HUMAN	Homo sapiens (Human)	IL10
P22303	P22303	ACES_HUMAN	Homo sapiens (Human)	ACHE
P22304	P22304	IDS_HUMAN	Homo sapiens (Human)	IDS SIDS
P22314	P22314	UBA1_HUMAN	Homo sapiens (Human)	UBA1 A1S9T UBE1
P22362	P22362	CCL1_HUMAN	Homo sapiens (Human)	CCL1 SCYA1
P22413	P22413	ENPP1_HUMAN	Homo sapiens (Human)	ENPP1 M6S1 NPPS PC1 PDNP1
P22455	P22455	FGFR4_HUMAN	Homo sapiens (Human)	FGFR4 JTK2 TKF
P22557	P22557	HEM0_HUMAN	Homo sapiens (Human)	ALAS2 ALASE ASB
P22607	P22607	FGFR3_HUMAN	Homo sapiens (Human)	FGFR3 JTK4
P22670	P22670	RFX1_HUMAN	Homo sapiens (Human)	RFX1
P22680	P22680	CP7A1_HUMAN	Homo sapiens (Human)	CYP7A1 CYP7
P22681	P22681	CBL_HUMAN	Homo sapiens (Human)	CBL CBL2 RNF55
P22695	P22695	QCR2_HUMAN	Homo sapiens (Human)	UQCRC2
P22735	P22735	TGM1_HUMAN	Homo sapiens (Human)	TGM1 KTG
P22748	P22748	CAH4_HUMAN	Homo sapiens (Human)	CA4
P22749	P22749	GNLY_HUMAN	Homo sapiens (Human)	GNLY LAG2 NKG5 TLA519
P22830	P22830	HEMH_HUMAN	Homo sapiens (Human)	FECH
P22891	P22891	PROZ_HUMAN	Homo sapiens (Human)	PROZ
P22894	P22894	MMP8_HUMAN	Homo sapiens (Human)	MMP8 CLG1
P22897	P22897	MRC1_HUMAN	Homo sapiens (Human)	MRC1 CLEC13D CLEC13DL MRC1L1
P23025	P23025	XPA_HUMAN	Homo sapiens (Human)	XPA XPAC
P23141	P23141	EST1_HUMAN	Homo sapiens (Human)	CES1 CES2 SES1
P23229	P23229	ITA6_HUMAN	Homo sapiens (Human)	ITGA6
P23280	P23280	CAH6_HUMAN	Homo sapiens (Human)	CA6
P23352	P23352	KALM_HUMAN	Homo sapiens (Human)	ANOS1 ADMLX KAL KAL1 KALIG1
P23378	P23378	GCSP_HUMAN	Homo sapiens (Human)	GLDC GCSP
P23415	P23415	GLRA1_HUMAN	Homo sapiens (Human)	GLRA1
P23467	P23467	PTPRB_HUMAN	Homo sapiens (Human)	PTPRB PTPB
P23468	P23468	PTPRD_HUMAN	Homo sapiens (Human)	PTPRD
P23470	P23470	PTPRG_HUMAN	Homo sapiens (Human)	PTPRG PTPG
P23471	P23471	PTPRZ_HUMAN	Homo sapiens (Human)	PTPRZ1 HTPZP2 PTPRZ PTPRZ2 PTPZ
P23497	P23497	SP100_HUMAN	Homo sapiens (Human)	SP100
P23510	P23510	TNFL4_HUMAN	Homo sapiens (Human)	TNFSF4 TXGP1
P23560	P23560	BDNF_HUMAN	Homo sapiens (Human)	BDNF
P23582	P23582	ANFC_HUMAN	Homo sapiens (Human)	NPPC CNP2
P23634	P23634	AT2B4_HUMAN	Homo sapiens (Human)	ATP2B4 ATP2B2 MXRA1
P23743	P23743	DGKA_HUMAN	Homo sapiens (Human)	DGKA DAGK DAGK1
P23760	P23760	PAX3_HUMAN	Homo sapiens (Human)	PAX3 HUP2
P23769	P23769	GATA2_HUMAN	Homo sapiens (Human)	GATA2
P23945	P23945	FSHR_HUMAN	Homo sapiens (Human)	FSHR LGR1
P24043	P24043	LAMA2_HUMAN	Homo sapiens (Human)	LAMA2 LAMM
P24071	P24071	FCAR_HUMAN	Homo sapiens (Human)	FCAR CD89
P24158	P24158	PRTN3_HUMAN	Homo sapiens (Human)	PRTN3 MBN
P24311	P24311	COX7B_HUMAN	Homo sapiens (Human)	COX7B
P24394	P24394	IL4RA_HUMAN	Homo sapiens (Human)	IL4R IL4RA 582J2.1
P24530	P24530	EDNRB_HUMAN	Homo sapiens (Human)	EDNRB ETRB
P24534	P24534	EF1B_HUMAN	Homo sapiens (Human)	EEF1B2 EEF1B EF1B
P24723	P24723	KPCL_HUMAN	Homo sapiens (Human)	PRKCH PKCL PRKCL
P24752	P24752	THIL_HUMAN	Homo sapiens (Human)	ACAT1 ACAT MAT
P24821	P24821	TENA_HUMAN	Homo sapiens (Human)	TNC HXB
P25024	P25024	CXCR1_HUMAN	Homo sapiens (Human)	CXCR1 CMKAR1 IL8RA
P25025	P25025	CXCR2_HUMAN	Homo sapiens (Human)	CXCR2 IL8RB
P25054	P25054	APC_HUMAN	Homo sapiens (Human)	APC DP2.5
P25090	P25090	FPR2_HUMAN	Homo sapiens (Human)	FPR2 FPRH1 FPRL1 LXA4R
P25105	P25105	PTAFR_HUMAN	Homo sapiens (Human)	PTAFR PAFR
P25189	P25189	MYP0_HUMAN	Homo sapiens (Human)	MPZ
P25440	P25440	BRD2_HUMAN	Homo sapiens (Human)	BRD2 KIAA9001 RING3
P25445	P25445	TNR6_HUMAN	Homo sapiens (Human)	FAS APT1 FAS1 TNFRSF6
P25490	P25490	TYY1_HUMAN	Homo sapiens (Human)	YY1 INO80S
P25774	P25774	CATS_HUMAN	Homo sapiens (Human)	CTSS
P25942	P25942	TNR5_HUMAN	Homo sapiens (Human)	CD40 TNFRSF5
P25963	P25963	IKBA_HUMAN	Homo sapiens (Human)	NFKBIA IKBA MAD3 NFKBI
P26010	P26010	ITB7_HUMAN	Homo sapiens (Human)	ITGB7
P26012	P26012	ITB8_HUMAN	Homo sapiens (Human)	ITGB8
P26232	P26232	CTNA2_HUMAN	Homo sapiens (Human)	CTNNA2 CAPR
P26358	P26358	DNMT1_HUMAN	Homo sapiens (Human)	DNMT1 AIM CXXC9 DNMT
P26367	P26367	PAX6_HUMAN	Homo sapiens (Human)	PAX6 AN2
P26440	P26440	IVD_HUMAN	Homo sapiens (Human)	IVD
P26441	P26441	CNTF_HUMAN	Homo sapiens (Human)	CNTF
P26639	P26639	SYTC_HUMAN	Homo sapiens (Human)	TARS1 TARS
P26678	P26678	PPLA_HUMAN	Homo sapiens (Human)	PLN PLB
P26885	P26885	FKBP2_HUMAN	Homo sapiens (Human)	FKBP2 FKBP13
P26927	P26927	HGFL_HUMAN	Homo sapiens (Human)	MST1 D3F15S2 DNF15S2 HGFL
P26998	P26998	CRBB3_HUMAN	Homo sapiens (Human)	CRYBB3 CRYB3
P27144	P27144	KAD4_HUMAN	Homo sapiens (Human)	AK4 AK3 AK3L1
P27216	P27216	ANX13_HUMAN	Homo sapiens (Human)	ANXA13 ANX13
P27352	P27352	IF_HUMAN	Homo sapiens (Human)	CBLIF GIF IFMH
P27482	P27482	CALL3_HUMAN	Homo sapiens (Human)	CALML3
P27487	P27487	DPP4_HUMAN	Homo sapiens (Human)	DPP4 ADCP2 CD26
P27694	P27694	RFA1_HUMAN	Homo sapiens (Human)	RPA1 REPA1 RPA70
P27695	P27695	APEX1_HUMAN	Homo sapiens (Human)	APEX1 APE APE1 APEX APX HAP1 REF1
P27707	P27707	DCK_HUMAN	Homo sapiens (Human)	DCK
P27815	P27815	PDE4A_HUMAN	Homo sapiens (Human)	PDE4A DPDE2
P27918	P27918	PROP_HUMAN	Homo sapiens (Human)	CFP PFC
P27930	P27930	IL1R2_HUMAN	Homo sapiens (Human)	IL1R2 IL1RB
P27986	P27986	P85A_HUMAN	Homo sapiens (Human)	PIK3R1 GRB1
P28039	P28039	AOAH_HUMAN	Homo sapiens (Human)	AOAH
P28062	P28062	PSB8_HUMAN	Homo sapiens (Human)	PSMB8 LMP7 PSMB5i RING10 Y2
P28065	P28065	PSB9_HUMAN	Homo sapiens (Human)	PSMB9 LMP2 PSMB6i RING12
P28068	P28068	DMB_HUMAN	Homo sapiens (Human)	HLA-DMB DMB RING7
P28069	P28069	PIT1_HUMAN	Homo sapiens (Human)	POU1F1 GHF1 PIT1
P28074	P28074	PSB5_HUMAN	Homo sapiens (Human)	PSMB5 LMPX MB1 X
P28223	P28223	5HT2A_HUMAN	Homo sapiens (Human)	HTR2A HTR2
P28329	P28329	CLAT_HUMAN	Homo sapiens (Human)	CHAT
P28331	P28331	NDUS1_HUMAN	Homo sapiens (Human)	NDUFS1
P28340	P28340	DPOD1_HUMAN	Homo sapiens (Human)	POLD1 POLD
P28347	P28347	TEAD1_HUMAN	Homo sapiens (Human)	TEAD1 TCF13 TEF1
P28472	P28472	GBRB3_HUMAN	Homo sapiens (Human)	GABRB3
P28562	P28562	DUS1_HUMAN	Homo sapiens (Human)	DUSP1 CL100 MKP1 PTPN10 VH1
P28698	P28698	MZF1_HUMAN	Homo sapiens (Human)	MZF1 MZF ZNF42 ZSCAN6
P28702	P28702	RXRB_HUMAN	Homo sapiens (Human)	RXRB NR2B2
P28799	P28799	GRN_HUMAN	Homo sapiens (Human)	GRN
P28908	P28908	TNR8_HUMAN	Homo sapiens (Human)	TNFRSF8 CD30 D1S166E
P29016	P29016	CD1B_HUMAN	Homo sapiens (Human)	CD1B
P29017	P29017	CD1C_HUMAN	Homo sapiens (Human)	CD1C
P29033	P29033	CXB2_HUMAN	Homo sapiens (Human)	GJB2
P29074	P29074	PTN4_HUMAN	Homo sapiens (Human)	PTPN4
P29083	P29083	T2EA_HUMAN	Homo sapiens (Human)	GTF2E1 TF2E1
P29218	P29218	IMPA1_HUMAN	Homo sapiens (Human)	IMPA1 IMPA
P29274	P29274	AA2AR_HUMAN	Homo sapiens (Human)	ADORA2A ADORA2
P29317	P29317	EPHA2_HUMAN	Homo sapiens (Human)	EPHA2 ECK
P29322	P29322	EPHA8_HUMAN	Homo sapiens (Human)	EPHA8 EEK HEK3 KIAA1459
P29323	P29323	EPHB2_HUMAN	Homo sapiens (Human)	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5
P29350	P29350	PTN6_HUMAN	Homo sapiens (Human)	PTPN6 HCP PTP1C
P29374	P29374	ARI4A_HUMAN	Homo sapiens (Human)	ARID4A RBBP1 RBP1
P29375	P29375	KDM5A_HUMAN	Homo sapiens (Human)	KDM5A JARID1A RBBP2 RBP2
P29376	P29376	LTK_HUMAN	Homo sapiens (Human)	LTK TYK1
P29400	P29400	CO4A5_HUMAN	Homo sapiens (Human)	COL4A5
P29401	P29401	TKT_HUMAN	Homo sapiens (Human)	TKT
P29460	P29460	IL12B_HUMAN	Homo sapiens (Human)	IL12B NKSF2
P29466	P29466	CASP1_HUMAN	Homo sapiens (Human)	CASP1 IL1BC IL1BCE
P29474	P29474	NOS3_HUMAN	Homo sapiens (Human)	NOS3
P29475	P29475	NOS1_HUMAN	Homo sapiens (Human)	NOS1
P29508	P29508	SPB3_HUMAN	Homo sapiens (Human)	SERPINB3 SCCA SCCA1
P29536	P29536	LMOD1_HUMAN	Homo sapiens (Human)	LMOD1
P29590	P29590	PML_HUMAN	Homo sapiens (Human)	PML MYL PP8675 RNF71 TRIM19
P29597	P29597	TYK2_HUMAN	Homo sapiens (Human)	TYK2
P29622	P29622	KAIN_HUMAN	Homo sapiens (Human)	SERPINA4 KST PI4
P29965	P29965	CD40L_HUMAN	Homo sapiens (Human)	CD40LG CD40L TNFSF5 TRAP
P29966	P29966	MARCS_HUMAN	Homo sapiens (Human)	MARCKS MACS PRKCSL
P29972	P29972	AQP1_HUMAN	Homo sapiens (Human)	AQP1 CHIP28
P29973	P29973	CNGA1_HUMAN	Homo sapiens (Human)	CNGA1 CNCG CNCG1
P30038	P30038	AL4A1_HUMAN	Homo sapiens (Human)	ALDH4A1 ALDH4 P5CDH
P30048	P30048	PRDX3_HUMAN	Homo sapiens (Human)	PRDX3 AOP1
P30084	P30084	ECHM_HUMAN	Homo sapiens (Human)	ECHS1
P30085	P30085	KCY_HUMAN	Homo sapiens (Human)	CMPK1 CMK CMPK UCK UMK UMPK
P30153	P30153	2AAA_HUMAN	Homo sapiens (Human)	PPP2R1A
P30203	P30203	CD6_HUMAN	Homo sapiens (Human)	CD6
P30279	P30279	CCND2_HUMAN	Homo sapiens (Human)	CCND2
P30281	P30281	CCND3_HUMAN	Homo sapiens (Human)	CCND3
P30291	P30291	WEE1_HUMAN	Homo sapiens (Human)	WEE1
P30304	P30304	MPIP1_HUMAN	Homo sapiens (Human)	CDC25A
P30511	P30511	HLAF_HUMAN	Homo sapiens (Human)	HLA-F HLA-5.4 HLAF
P30518	P30518	V2R_HUMAN	Homo sapiens (Human)	AVPR2 ADHR DIR DIR3 V2R
P30533	P30533	AMRP_HUMAN	Homo sapiens (Human)	LRPAP1 A2MRAP
P30542	P30542	AA1R_HUMAN	Homo sapiens (Human)	ADORA1
P30566	P30566	PUR8_HUMAN	Homo sapiens (Human)	ADSL AMPS
P30613	P30613	KPYR_HUMAN	Homo sapiens (Human)	PKLR PK1 PKL
P30622	P30622	CLIP1_HUMAN	Homo sapiens (Human)	CLIP1 CYLN1 RSN
P30740	P30740	ILEU_HUMAN	Homo sapiens (Human)	SERPINB1 ELANH2 MNEI PI2
P30793	P30793	GCH1_HUMAN	Homo sapiens (Human)	GCH1 DYT5 GCH
P30838	P30838	AL3A1_HUMAN	Homo sapiens (Human)	ALDH3A1 ALDH3
P30876	P30876	RPB2_HUMAN	Homo sapiens (Human)	POLR2B
P30926	P30926	ACHB4_HUMAN	Homo sapiens (Human)	CHRNB4
P31040	P31040	SDHA_HUMAN	Homo sapiens (Human)	SDHA SDH2 SDHF
P31213	P31213	S5A2_HUMAN	Homo sapiens (Human)	SRD5A2
P31271	P31271	HXA13_HUMAN	Homo sapiens (Human)	HOXA13 HOX1J
P31321	P31321	KAP1_HUMAN	Homo sapiens (Human)	PRKAR1B
P31327	P31327	CPSM_HUMAN	Homo sapiens (Human)	CPS1
P31358	P31358	CD52_HUMAN	Homo sapiens (Human)	CD52 CDW52 HE5
P31431	P31431	SDC4_HUMAN	Homo sapiens (Human)	SDC4
P31483	P31483	TIA1_HUMAN	Homo sapiens (Human)	TIA1
P31639	P31639	SC5A2_HUMAN	Homo sapiens (Human)	SLC5A2 SGLT2
P31645	P31645	SC6A4_HUMAN	Homo sapiens (Human)	SLC6A4 HTT SERT
P31785	P31785	IL2RG_HUMAN	Homo sapiens (Human)	IL2RG
P31930	P31930	QCR1_HUMAN	Homo sapiens (Human)	UQCRC1
P31939	P31939	PUR9_HUMAN	Homo sapiens (Human)	ATIC PURH OK/SW-cl.86
P31941	P31941	ABC3A_HUMAN	Homo sapiens (Human)	APOBEC3A
P31949	P31949	S10AB_HUMAN	Homo sapiens (Human)	S100A11 MLN70 S100C
P31994	P31994	FCG2B_HUMAN	Homo sapiens (Human)	FCGR2B CD32 FCG2 IGFR2
P31997	P31997	CEAM8_HUMAN	Homo sapiens (Human)	CEACAM8 CGM6
P32019	P32019	I5P2_HUMAN	Homo sapiens (Human)	INPP5B OCRL2
P32238	P32238	CCKAR_HUMAN	Homo sapiens (Human)	CCKAR CCKRA
P32245	P32245	MC4R_HUMAN	Homo sapiens (Human)	MC4R
P32246	P32246	CCR1_HUMAN	Homo sapiens (Human)	CCR1 CMKBR1 CMKR1 SCYAR1
P32248	P32248	CCR7_HUMAN	Homo sapiens (Human)	CCR7 CMKBR7 EBI1 EVI1
P32297	P32297	ACHA3_HUMAN	Homo sapiens (Human)	CHRNA3 NACHRA3
P32298	P32298	GRK4_HUMAN	Homo sapiens (Human)	GRK4 GPRK2L GPRK4
P32322	P32322	P5CR1_HUMAN	Homo sapiens (Human)	PYCR1
P32455	P32455	GBP1_HUMAN	Homo sapiens (Human)	GBP1
P32456	P32456	GBP2_HUMAN	Homo sapiens (Human)	GBP2
P32881	P32881	IFNA8_HUMAN	Homo sapiens (Human)	IFNA8
P32926	P32926	DSG3_HUMAN	Homo sapiens (Human)	DSG3 CDHF6
P32927	P32927	IL3RB_HUMAN	Homo sapiens (Human)	CSF2RB IL3RB IL5RB
P32929	P32929	CGL_HUMAN	Homo sapiens (Human)	CTH
P32942	P32942	ICAM3_HUMAN	Homo sapiens (Human)	ICAM3
P32970	P32970	CD70_HUMAN	Homo sapiens (Human)	CD70 CD27L CD27LG TNFSF7
P33241	P33241	LSP1_HUMAN	Homo sapiens (Human)	LSP1 WP34
P33260	P33260	CP2CI_HUMAN	Homo sapiens (Human)	CYP2C18
P33261	P33261	CP2CJ_HUMAN	Homo sapiens (Human)	CYP2C19
P33527	P33527	MRP1_HUMAN	Homo sapiens (Human)	ABCC1 MRP MRP1
P33681	P33681	CD80_HUMAN	Homo sapiens (Human)	CD80 CD28LG CD28LG1 LAB7
P33763	P33763	S10A5_HUMAN	Homo sapiens (Human)	S100A5 S100D
P33764	P33764	S10A3_HUMAN	Homo sapiens (Human)	S100A3 S100E
P33897	P33897	ABCD1_HUMAN	Homo sapiens (Human)	ABCD1 ALD
P33981	P33981	TTK_HUMAN	Homo sapiens (Human)	TTK MPS1 MPS1L1
P33992	P33992	MCM5_HUMAN	Homo sapiens (Human)	MCM5 CDC46
P34059	P34059	GALNS_HUMAN	Homo sapiens (Human)	GALNS
P34096	P34096	RNAS4_HUMAN	Homo sapiens (Human)	RNASE4 RNS4
P34130	P34130	NTF4_HUMAN	Homo sapiens (Human)	NTF4 NTF5
P34741	P34741	SDC2_HUMAN	Homo sapiens (Human)	SDC2 HSPG1
P34913	P34913	HYES_HUMAN	Homo sapiens (Human)	EPHX2
P34925	P34925	RYK_HUMAN	Homo sapiens (Human)	RYK JTK5A
P34931	P34931	HS71L_HUMAN	Homo sapiens (Human)	HSPA1L
P34947	P34947	GRK5_HUMAN	Homo sapiens (Human)	GRK5 GPRK5
P34972	P34972	CNR2_HUMAN	Homo sapiens (Human)	CNR2 CB2A CB2B
P35030	P35030	TRY3_HUMAN	Homo sapiens (Human)	PRSS3 PRSS4 TRY3 TRY4
P35070	P35070	BTC_HUMAN	Homo sapiens (Human)	BTC
P35222	P35222	CTNB1_HUMAN	Homo sapiens (Human)	CTNNB1 CTNNB OK/SW-cl.35 PRO2286
P35228	P35228	NOS2_HUMAN	Homo sapiens (Human)	NOS2 NOS2A
P35236	P35236	PTN7_HUMAN	Homo sapiens (Human)	PTPN7
P35240	P35240	MERL_HUMAN	Homo sapiens (Human)	NF2 SCH
P35247	P35247	SFTPD_HUMAN	Homo sapiens (Human)	SFTPD COLEC7 PSPD SFTP4
P35249	P35249	RFC4_HUMAN	Homo sapiens (Human)	RFC4
P35251	P35251	RFC1_HUMAN	Homo sapiens (Human)	RFC1 RFC140
P35269	P35269	T2FA_HUMAN	Homo sapiens (Human)	GTF2F1 RAP74
P35270	P35270	SPRE_HUMAN	Homo sapiens (Human)	SPR
P35318	P35318	ADML_HUMAN	Homo sapiens (Human)	ADM AM
P35367	P35367	HRH1_HUMAN	Homo sapiens (Human)	HRH1
P35408	P35408	PE2R4_HUMAN	Homo sapiens (Human)	PTGER4 PTGER2
P35442	P35442	TSP2_HUMAN	Homo sapiens (Human)	THBS2 TSP2
P35475	P35475	IDUA_HUMAN	Homo sapiens (Human)	IDUA
P35498	P35498	SCN1A_HUMAN	Homo sapiens (Human)	SCN1A NAC1 SCN1
P35520	P35520	CBS_HUMAN	Homo sapiens (Human)	CBS
P35523	P35523	CLCN1_HUMAN	Homo sapiens (Human)	CLCN1 CLC1
P35555	P35555	FBN1_HUMAN	Homo sapiens (Human)	FBN1 FBN
P35557	P35557	HXK4_HUMAN	Homo sapiens (Human)	GCK
P35558	P35558	PCKGC_HUMAN	Homo sapiens (Human)	PCK1 PEPCK1
P35568	P35568	IRS1_HUMAN	Homo sapiens (Human)	IRS1
P35579	P35579	MYH9_HUMAN	Homo sapiens (Human)	MYH9
P35580	P35580	MYH10_HUMAN	Homo sapiens (Human)	MYH10
P35590	P35590	TIE1_HUMAN	Homo sapiens (Human)	TIE1 TIE
P35610	P35610	SOAT1_HUMAN	Homo sapiens (Human)	SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT
P35613	P35613	BASI_HUMAN	Homo sapiens (Human)	BSG UNQ6505/PRO21383
P35625	P35625	TIMP3_HUMAN	Homo sapiens (Human)	TIMP3
P35637	P35637	FUS_HUMAN	Homo sapiens (Human)	FUS TLS
P35658	P35658	NU214_HUMAN	Homo sapiens (Human)	NUP214 CAIN CAN KIAA0023
P35670	P35670	ATP7B_HUMAN	Homo sapiens (Human)	ATP7B PWD WC1 WND
P35680	P35680	HNF1B_HUMAN	Homo sapiens (Human)	HNF1B TCF2
P35790	P35790	CHKA_HUMAN	Homo sapiens (Human)	CHKA CHK CKI
P35813	P35813	PPM1A_HUMAN	Homo sapiens (Human)	PPM1A PPPM1A
P35869	P35869	AHR_HUMAN	Homo sapiens (Human)	AHR BHLHE76
P35914	P35914	HMGCL_HUMAN	Homo sapiens (Human)	HMGCL
P35916	P35916	VGFR3_HUMAN	Homo sapiens (Human)	FLT4 VEGFR3
P35968	P35968	VGFR2_HUMAN	Homo sapiens (Human)	KDR FLK1 VEGFR2
P36222	P36222	CH3L1_HUMAN	Homo sapiens (Human)	CHI3L1
P36406	P36406	TRI23_HUMAN	Homo sapiens (Human)	TRIM23 ARD1 ARFD1 RNF46
P36507	P36507	MP2K2_HUMAN	Homo sapiens (Human)	MAP2K2 MEK2 MKK2 PRKMK2
P36544	P36544	ACHA7_HUMAN	Homo sapiens (Human)	CHRNA7 NACHRA7
P36551	P36551	HEM6_HUMAN	Homo sapiens (Human)	CPOX CPO CPX
P36578	P36578	RL4_HUMAN	Homo sapiens (Human)	RPL4 RPL1
P36776	P36776	LONM_HUMAN	Homo sapiens (Human)	LONP1 PRSS15
P36871	P36871	PGM1_HUMAN	Homo sapiens (Human)	PGM1
P36888	P36888	FLT3_HUMAN	Homo sapiens (Human)	FLT3 CD135 FLK2 STK1
P36894	P36894	BMR1A_HUMAN	Homo sapiens (Human)	BMPR1A ACVRLK3 ALK3
P36897	P36897	TGFR1_HUMAN	Homo sapiens (Human)	TGFBR1 ALK5 SKR4
P36941	P36941	TNR3_HUMAN	Homo sapiens (Human)	LTBR D12S370 TNFCR TNFR3 TNFRSF3
P36952	P36952	SPB5_HUMAN	Homo sapiens (Human)	SERPINB5 PI5
P36955	P36955	PEDF_HUMAN	Homo sapiens (Human)	SERPINF1 PEDF PIG35
P36956	P36956	SRBP1_HUMAN	Homo sapiens (Human)	SREBF1 BHLHD1 SREBP1
P36957	P36957	ODO2_HUMAN	Homo sapiens (Human)	DLST DLTS
P36959	P36959	GMPR1_HUMAN	Homo sapiens (Human)	GMPR GMPR1
P36969	P36969	GPX4_HUMAN	Homo sapiens (Human)	GPX4
P36980	P36980	FHR2_HUMAN	Homo sapiens (Human)	CFHR2 CFHL2 FHR2 HFL3
P37088	P37088	SCNNA_HUMAN	Homo sapiens (Human)	SCNN1A SCNN1
P37173	P37173	TGFR2_HUMAN	Homo sapiens (Human)	TGFBR2
P37198	P37198	NUP62_HUMAN	Homo sapiens (Human)	NUP62
P37231	P37231	PPARG_HUMAN	Homo sapiens (Human)	PPARG NR1C3
P37268	P37268	FDFT_HUMAN	Homo sapiens (Human)	FDFT1
P37837	P37837	TALDO_HUMAN	Homo sapiens (Human)	TALDO1 TAL TALDO TALDOR
P37840	P37840	SYUA_HUMAN	Homo sapiens (Human)	SNCA NACP PARK1
P38117	P38117	ETFB_HUMAN	Homo sapiens (Human)	ETFB FP585
P38398	P38398	BRCA1_HUMAN	Homo sapiens (Human)	BRCA1 RNF53
P38484	P38484	INGR2_HUMAN	Homo sapiens (Human)	IFNGR2 IFNGT1
